PRDLST_REPORT_NO,PRDLST_NM,BAR_CD,PRDLST_DCNM,BSSH_NM,INDUTY_NM
19740433002149,박하향캔디,8809319810247,캔디류,이화제과,식품제조가공업
200305320099,모자이크햄,8801633208014,프레스햄,(주)소디프비앤에프,축산물가공업-식육가공업
2004034425332,멸치새우조림,8809273560035,조림류,옹골찬 동광,식품제조가공업
199700841549,보리냉면,8809408920048,숙면,(주)모란봉식품,식품제조가공업
201206144061,참울쪽흑마늘,8809290890108,기타가공품,(주)참울식품,식품제조가공업
19960242067133,롯데샌드깜뜨,8801062249732,과자,롯데웰푸드(주),식품제조가공업
19980257052228,간장마늘지,8801253129218,절임식품,주식회사 일미농수산,식품제조가공업
19930336060172,청정원 홍초 바이탈플러스 마테레몬,8801052008837,음료베이스,대상(주)오산공장,식품제조가공업
19850433015736,달콤한페스츄리,8801151018591,빵류,서울식품공업(주),식품제조가공업
2012004265310,창란젓,8809396081165,젓갈,선경푸드,식품제조가공업
201306181561,수제등심 치즈돈까스,8809095481280,분쇄가공육제품,윤진푸드,축산물가공업-식육가공업
200904390048,영에이지 발효녹용(남학생용),8809304780173,액상차,정스웰,식품제조가공업
1997048452134,김장독 명품 포기김치,8809354750041,김치,(주) 김장독,식품제조가공업
2008033894546,고려홍삼정과,8803937171193,당절임,(주)고려원인삼,식품제조가공업
1972038601012,맥반석오징어,8809122930569,조미건어포,금한산업,식품제조가공업
201103760398,명품로하스겹간장,8809329410352,한식간장,(주)로하스 연천,식품제조가공업
200105495417,무파마탕면,8801043052238,유탕면,(주)농심,식품제조가공업
1987035801544,본고장 진우동,8801085070092,숙면,한일식품(주),식품제조가공업
201003583165,에티오피아 예가체프,8809310715039,커피,주라꿈터,식품제조가공업
200601473966,생콩가루,8809077744020,두류가공품,주식회사다산식품,식품제조가공업
200601473966,생콩가루,8809077744020,두류가공품,주식회사 굿앤푸드,식품제조가공업
200203780755,유기농 산골들기름,8809276460004,들기름,창인직업재활시설,식품제조가공업
199405270075,햇살아래 청결한 태양초 고춧가루,8802268000035,고춧가루,영광농업협동조합가공사업소,식품제조가공업
2007018820515,초록들 생콩가루,8809280278138,두류가공품,농업회사법인 주식회사 초록들,식품제조가공업
19970378043158,고려홍삼장,8809027332604,인삼.홍삼음료,케이지랩(주),식품제조가공업
1996037815867,웰빙오징어,8809387000618,양념젓갈,참맛촌,식품제조가공업
20000360372100,롯데실론티밀크티,8801056028619,액상차,롯데칠성음료(주),식품제조가공업
2012037017977,멥쌀가루,8809379360201,곡류가공품,한소담,식품제조가공업
200106310514,제주감귤초콜릿,8809064288933,준초콜릿,(주)제주오렌지,식품제조가공업
200605310584,섬들채 해조소금,8809205910228,가공소금,(주)태평소금,식품제조가공업
201304784271,해당돌자반,8809395520009,조미김,해당식품,식품제조가공업
201304784271,해당광천파래자반볶음,8809395520009,조미김,해당식품,식품제조가공업
2001043301619,자연순고춧가루 5,8809124501118,고춧가루,농업회사법인(주)금성농산,식품제조가공업
201003625245,지에프(GF) 흑설탕,8809354970029,기타설탕,(주)아우첼그린푸드,식품제조가공업
19960494020189,자연주의 부셔먹는 라면(바베큐맛),8804294019654,유탕면,(주)새롬식품(완주공장),식품제조가공업
1978061400972,제크,8801062518050,과자,롯데웰푸드(주),식품제조가공업
19760342001166,농심가락냉동우동(업소용),8801043002110,숙면,(주)농심,식품제조가공업
19760262002202,홈파티메론맛,8802747000310,아이스크림,서울우유협동조합 안산공장,축산물가공업-유가공업
19980355336167,초이스엘고려홍삼진골드,8809013355808,인삼.홍삼음료,고려인삼과학(주),식품제조가공업
1987019005184,백설군만두,8801007026145,만두,씨제이제일제당(주),식품제조가공업
1994036220663,순쌀떡,8801364200141,떡류,삼오식품(주),식품제조가공업
200902620909,산들다온 유자삼겹,8809363090022,양념육,(주)대명에프에스,축산물가공업-식육가공업
200703322381,벌꿀,8809142070368,벌꿀,정용자벌꿀,식품제조가공업
1986052001223,아임파인,8805584111256,빙과,(주)라벨리,식품제조가공업
2013044700119,더덕무침,8809371370413,절임식품,(주)한스비앤에프 단양지점,식품제조가공업
19760262001127,유니짱생크림,8801155478216,크림발효유,(주)동원F&B 수원공장,축산물가공업-유가공업
1996045803953,아침햇살,8801382124887,혼합음료,웅진식품(주),식품제조가공업
2008027523270,소프트초코쿠키,8809232731834,과자,(주)조이푸드 성남지점,식품제조가공업
201101570184,오리고추장불고기,8809411051418,양념육,주식회사 우보식품,축산물가공업-식육가공업
19830487051139,통크 초코,8801117269203,과자,(주)오리온 제3익산공장,식품제조가공업
2004038372288,롯데마트랑헤이즐넛원두커피백,8809009154347,커피,(주)낭띠,식품제조가공업
1984046401414,생귤탱귤 감귤,8801104160629,빙과,(주)빙그레,식품제조가공업
201303471785,생콩국수(냉장),8809406250093,생면,(주)면누리,식품제조가공업
2000056021029,생강대롱,8809036248071,과자,"스위티코리아 주식회사(Sweetie Corea Co., Ltd)",식품제조가공업
2000036037247,펩시맥스,8801056014315,탄산음료,롯데칠성음료(주),식품제조가공업
1999019900410,클로렐라또띠아,8809048100114,빵류,남향푸드또띠아(주),식품제조가공업
201301977624,삼겹살,8809391080040,포장육,밀리언미트,식육포장처리업
19810262001117,앙팡플러스골드키위,8801115211525,발효유,서울우유협동조합 용인공장,축산물가공업-유가공업
1969008600314,부푸러딸기맛,8801062169306,추잉껌,롯데웰푸드(주),식품제조가공업
197102750031020,피넛 크림빵,8801016319108,빵류,(주)샤니,식품제조가공업
2004034425376,진미채,8809273560288,조림류,옹골찬 동광,식품제조가공업
2011026204754,포테토통큰탕슉,8809359580889,분쇄가공육제품,(주)육화원 에프앤디,축산물가공업-식육가공업
200605250924,황토나라 자색양파즙,8809212748159,액상차,황토랑양파즙 영농조합법인,식품제조가공업
199503700881,북어분말,8807756000238,기타 수산물가공품,그린식품,식품제조가공업
201006043775,더기찬장어,8809338010024,기타 수산물가공품,(주)에스엘물산,식품제조가공업
20060392118148,비빔창난젓갈,8809318402207,양념젓갈,(주)정이푸드빌,식품제조가공업
19800347002102,펀치라이스(새우),8801052404127,즉석조리식품,대상(주)기흥공장,식품제조가공업
20090311271281,행복한맛남 깐풍기,8809331500744,식육함유가공품,(주)아워홈,식품제조가공업
199203580991,땅콩강정,8801117761806,과자,(주)오리온 이천공장,식품제조가공업
2007036229915,미스터보쌈인삼수육소스-1,8809322941013,소스,(주)우리식품,식품제조가공업
2007036229915,미스터보쌈인삼수육소스-1,8809322941013,소스,(주)우리식품,식품제조가공업
19880311002233,이마트 야채사각어묵,8801066100473,어묵,(주)사조대림,식품제조가공업
1993044304674,제티 쿠키앤초코,8801037051247,기타 코코아가공품,동서식품(주),식품제조가공업
19690086003351,치즈빼빼로,8801062164493,,롯데웰푸드(주),식품제조가공업
199003760243,피클링스파이스,8801606110269,천연향신료,은진물산(주),식품제조가공업
2011044501321,반(飯)하는 통새우볶음밥,8809328451196,즉석조리식품,주식회사 인스밸류,식품제조가공업
199105120115,재래돌김,8804029302006,조미김,해동식품,식품제조가공업
201006220589,밥상보감 무말랭이 무침,8809310980154,절임식품,(주)예농원농업회사법인,식품제조가공업
200803328841,참생소금,8809087570039,태움.용융소금,태초솔트,식품제조가공업
200803328841,참생소금,8809087570039,태움.용융소금,태초솔트,식품제조가공업
200902001424,금옥호도조림,8807707500046,조림류,(주)금옥식품,식품제조가공업
201305011731,통닭,8809385940251,포장육,(주)참프레,식육포장처리업
2013050117347,통오리,8809385940763,포장육,(주)참프레,식육포장처리업
198602020401,식용얼음,8809173730002,식용얼음,부평냉동물산(주),식품제조가공업
198602020401,식용얼음,8809173730002,식용얼음,부평냉동물산(주),식품제조가공업
200503720164,얌얌 찰 순대,8809353870016,즉석조리식품,이레푸드,식품제조가공업
200703684583,솔향오리(정육슬라이스),8809349678831,포장육,주식회사 솔향오리,식육포장처리업
1998036432680,홈플러스 좋은상품 블랙모카커피믹스,8809009079909,커피,(주)가배온,식품제조가공업
2004037234333,쌀떡튀김,8809156332711,떡류,(주)대영지에프,식품제조가공업
20050614233153,핫케익믹스,8801007332178,곡류가공품,씨제이제일제당(주),식품제조가공업
1991050103910,이가당면,8809096510637,건면,주식회사 한교,식품제조가공업
2008013147147,인덕스님의 공진보원,8809290492142,기타가공품,한아바이오텍,식품제조가공업
1987049200394,O`hev 로즈마리,8804837070111,침출차,진식품,식품제조가공업
2005057500335,언니몰래먹는 딸기오레,8801115381129,가공유,서울우유거창공장,축산물가공업-유가공업
201203681211,홍어회,8809353820127,기타 수산물가공품,(주)목포수산,식품제조가공업
199804670103,국화차,8801767630477,고형차,녹차원주식회사,식품제조가공업
2003044901721,혼가쓰오다시,8809077086342,복합조미식품,주식회사 두원식품,식품제조가공업
1994015439526,오징어불고기,8803622667932,조미건어포,한양식품,식품제조가공업
1994031002124,로얄 골드,8803450101035,혼합음료,삼진지디에프(주),식품제조가공업
198503700206,사과나무,8801115333937,과.채음료,서울우유협동조합양주공장,식품제조가공업
19780614009301,가나에어셀,8801062274154,밀크초콜릿,롯데웰푸드(주),식품제조가공업
197102750031550,부드러운숙,8801016318286,빵류,(주)샤니,식품제조가공업
1994045922913,삼육와사비김,8804702301951,조미김,(주)삼육수산,식품제조가공업
1976048700525,포도과즙 그대로 마이구미,8801117332501,캔디류,(주)오리온 제2익산공장,식품제조가공업
1974060600123,호박맛캔디,8803248000267,캔디류,칠성제과,식품제조가공업
199500503201,도토리묵,8809233990018,묵류,만나식품,식품제조가공업
1987018900113,주먹구이,8809071441079,분쇄가공육제품,씨제이제일제당(주),축산물가공업-식육가공업
19710275003604,통단팥도너츠,8801016122296,빵류,(주)샤니,식품제조가공업
19850433015661,치즈식빵,8801151015781,빵류,서울식품공업(주),식품제조가공업
19980257052252,명이나물절임,8801253127986,절임식품,주식회사 일미농수산,식품제조가공업
20040549096174,모밀소스,8809160228000,소스,주식회사청우식품,식품제조가공업
20080188175105,매그넘히트더블유피아이,8809346720243,기타가공품,진명뉴트리션,식품제조가공업
2009027519743,3분간편한끼 달콤고구마밤죽,8809287071268,즉석조리식품,(주)미즈앤코,식품제조가공업
2012036260672,참치샐러드김밥,8809369420175,즉석섭취식품,(주)그린키친,식품제조가공업
200504613273,순창진간장,8805419072523,산분해간장,(주)하이코리아,식품제조가공업
2000044017013,김동순 볶음참깨,8809073692509,기타가공품,농업회사법인(주)금호식품 옥천공장,식품제조가공업
2007014900224,아낌없이 담은라면 부드러운 자장,8801043001649,건면,(주)농심,식품제조가공업
1997015700152,양념닭꼬치(매콤한맛),8809062259034,양념육,참마음식품,축산물가공업-식육가공업
1985044900124,삼육검은콩두유,8801136361261,가공두유,삼육식품,식품제조가공업
19980257052259,일미비타맛사각단무지,8801253128495,절임식품,주식회사 일미농수산,식품제조가공업
20040320032114,피클링스파이스,8805017300356,천연향신료,(주)뚜레반,식품제조가공업
200805060741,거문도 해풍쑥차,8809387270745,침출차,거문도해풍쑥영농조합법인,식품제조가공업
19910344021145,글라소 비타민워터 파워-씨 원제 제1A부,8801094862626,혼합제제,한국코카콜라유한회사,식품첨가물제조업
199705701624,고려홍삼파워,8807574011539,인삼.홍삼음료,경북과학대학식품공장,식품제조가공업
200604640215,복음자리 배를 넣어 부드러운 유자차,8805999203737,액상차,주식회사 대상다이브스,식품제조가공업
19690086003174,롯데자일리톨,8801062216918,추잉껌,롯데웰푸드(주),식품제조가공업
20000498094280,다채원 깔끔 찐만두,8809056194365,만두,나래식품주식회사,식품제조가공업
200303722033,성원치즈스틱,8809012110057,기타가공품,(주)성원냉동식품,식품제조가공업
200303722033,성원치즈스틱,8809012110057,기타가공품,(주)성원냉동식품,식품제조가공업
200004750699,담채원 오이김치,8809334527694,김치,농업회사법인주식회사담채원,식품제조가공업
19740433002108,칼라쿨박하향캔디,8809319810094,캔디류,이화제과,식품제조가공업
20000380147155,식물의향기쿨쿨,8809384140270,기타가공품,양우바이오 주식회사,식품제조가공업
20020257167564,모닝하임오마니미역국,8804127003812,기타가공품,삼양스퀘어밀 주식회사,식품제조가공업
2006043304428,산고을 더덕.도라지 진액,8809313270412,액상차,가온,식품제조가공업
2005047117318,한생고추후레이크,8809186380225,고춧가루,농업회사법인 한생 주식회사,식품제조가공업
1980038305239,우리밀뽕잎국수,8807132007035,건면,유성제면,식품제조가공업
19760487005105,고래밥 볶음양념맛,8801117204501,과자,(주)오리온 제2익산공장,식품제조가공업
200204480022,프렌치카페 카페오레,8801069217574,가공유,남양유업 주식회사 천안신공장,축산물가공업-유가공업
201104440501,가가호호 재래식 집된장,8801389310238,된장,(주)진미식품,식품제조가공업
19970515071127,담양한과달오름,8809004036099,과자,농업회사법인 (주)담양한과명진식품,식품제조가공업
2012036260669,모듬튀김도시락뉴,8809369420106,즉석섭취식품,(주)그린키친,식품제조가공업
201303204625,자연올 천년초열매 한식간장,8809401870111,한식간장,자연그대로 영농조합법인,식품제조가공업
1996037815813,새우젓,8809387001844,젓갈,참맛촌,식품제조가공업
19960230001139,해피데이,8801062472116,아이스크림,롯데웰푸드(주),축산물가공업-유가공업
198403200017,김밥용김,8801266122305,기타 수산물가공품,(주)진양,식품제조가공업
200703722101,무봉 알 은행,8809227210023,기타가공품,무봉식품,식품제조가공업
199704451444,밤식빵용냉동반죽,8809188220307,빵류,씨제이푸드빌주식회사,식품제조가공업
201203684012,볶음 검정깨,8809376280007,기타가공품,늘품&제이,식품제조가공업
19740344001196,조지아 유러피안 에스프레소 라떼 원제 제2부,8801094483906,음료베이스,한국 코카콜라 유한회사,식품제조가공업
2003044200511,검은콩두부,8803150200458,두부,농업회사법인 한그루(주),식품제조가공업
1985044900124,삼육검은콩두유,8801136401240,가공두유,삼육식품,식품제조가공업
2000046708627,금산인삼골삼계탕재료,8809060070020,기타가공품,금산한누리식품,식품제조가공업
200802110505,회초고추장,8809061710086,혼합장,푸른식품주식회사,식품제조가공업
1994036220663,순쌀떡,8801364200189,떡류,삼오식품(주),식품제조가공업
1969008600313,쥬시후레쉬,8801062110551,추잉껌,롯데웰푸드(주),식품제조가공업
19850433015655,미니오렌지컵,8801151025223,빵류,서울식품공업(주),식품제조가공업
1979025701615,임페리얼 분유 XO 1(생산중단),8801069220031,영아용 조제유,남양유업 주식회사 세종공장,축산물가공업-유가공업
20030445042318,아이스유기농블루베리,8809135309819,과.채가공품,(주)웰팜,식품제조가공업
199404940172,완주동상매실감식초,8802904000139,음료베이스,완주군고산농협동상지점,식품제조가공업
1992052302533,창란무침젓,8805111000794,양념젓갈,유민식품 농업회사법인 주식회사,식품제조가공업
1979019002519,포도씨유,8801007066394,기타식물성유지,씨제이제일제당(주),식품제조가공업
2013062105118,하얀나라 초코나라,8809398710117,빵류,복을만드는사람들주식회사농업회사법인,식품제조가공업
1994048712698,들기름을 발라 더 고소한김 파래김,8801039914243,조미김,사조씨푸드(주)익산공장,식품제조가공업
19710275003475,소보루빵,8801016314660,빵류,(주)샤니,식품제조가공업
2005056300697,참미숫가루,8809019186901,곡류가공품,주식회사 청아띠,식품제조가공업
1997031009810,땅콩카라멜,8801649110547,캔디류,한양제과주식회사,식품제조가공업
1997031009810,땅콩카라멜,8801649110547,캔디류,한양제과주식회사,식품제조가공업
201103653015,새우탕수육,8809359580667,기타 수산물가공품,주식회사참살이네푸드,식품제조가공업
2012035838845,고추잡채&꽃빵,8809371381297,즉석섭취식품,(주)한국데리카후레쉬,식품제조가공업
196801440025,양송이통조림,8803823510655,기타가공품,남일종합식품산업사,식품제조가공업
201204020263,황금빛하늘내린황태포,8809360178211,건어포,용대황태연합단 대륭영농조합법인,식품제조가공업
201205604811,더치보르딘,8809378590180,커피,주식회사 보르딘에프엔비(F&B),식품제조가공업
2003044518163,콘푸레이크담은호두아몬드메밀차,8809212557737,고형차,(주)다농원,식품제조가공업
200605700908,장푸드 혼합양념,8809356630174,향신료조제품,신대감식품,식품제조가공업
2010015622837,바비조아백련초미,8809374430473,곡류가공품,주식회사 바비조아,식품제조가공업
200902620174,사골진국,8809141851012,식육추출가공품,주식회사 신촌댁식품,축산물가공업-식육가공업
1993051503616,자연산 헛개나무 붕어즙,8809343921124,추출가공식품,주식회사 보생,식품제조가공업
1998026202947,참붕어싸만코,8801104190923,비유지방아이스크림,(주)빙그레,축산물가공업-유가공업
20060365090118,한우사골,8809376170056,포장육,대한육가공,식육포장처리업
2005035581716,보쌈김치,8809216851206,김치,도미솔식품,식품제조가공업
2003046415171,유성허브맛강정용양념,8809376640108,소스,삼일푸드,식품제조가공업
20010362035236,호박약과,8809052990145,과자,해올림(주),식품제조가공업
2013036016622,마늘쫑무침,8809385392050,절임식품,(주)더안코리아,식품제조가공업
2013024541840,유황먹인오리블럭,8809394449011,포장육,일영이팜영농조합법인(102FARM),식육포장처리업
201204480015,참지음 5가지맛 후랑크,8809354580068,소시지,농업회사법인 행복주식회사,축산물가공업-식육가공업
19950355316131,그로비 팝 캔디(레인보우),8809113580780,캔디류,한울식품,식품제조가공업
2002044800422,매일우유 커피맛,8801121652022,가공유,매일유업(주) 청양공장,축산물가공업-유가공업
1985027500160,쌀과자 골드,8801566034599,과자,농업회사법인(주)맘모스,식품제조가공업
1975020200459,맥심모카골드마일드커피믹스,8801037006391,커피,동서식품(주),식품제조가공업
19910355148113,아리플러스 물냉면,8803560030492,숙면,(주)송학식품(제1공장),식품제조가공업
201205431075,황칠단,8809360620031,기타가공품,내츄럴씨엔에프,식품제조가공업
19910344021187,아쿠아리우스 원제 제1E부,8801094303006,혼합제제,한국코카콜라유한회사,식품첨가물제조업
1997057016264,대학촌 석류,8807574010631,혼합음료,경북과학대학식품공장,식품제조가공업
198404640149,투비트,8801104180248,빙과,(주)빙그레,식품제조가공업
19690086003566,롯데 자일리톨 쿨허브,8801062213818,추잉껌,롯데웰푸드(주),식품제조가공업
2010049904718,태양초고추장(업소용),8809100351409,고추장,사조산업(주) 순창공장,식품제조가공업
2009036262422,헤이즐넛마일드커피(자동판매기용),8802330400015,커피,유안종합식품,식품제조가공업
2001044505520,오리엔탈논오일소스,8801045162980,소스,(주)오뚜기,식품제조가공업
2000046702230,야채볼,8804966200069,과자,정든식품,식품제조가공업
1995044000247,중앙 녹차라떼,8804342901016,고형차,중앙식품산업사,식품제조가공업
2002026201012,지키미 동그랑땡,8809142140047,분쇄가공육제품,(주)네이처앤컬처,축산물가공업-식육가공업
201306210391,황매로,8809380300050,액상차,백세푸드 농업회사법인 주식회사,식품제조가공업
201306311908,제주 녹차초콜릿,8809386541310,준초콜릿,주식회사 제주내먹,식품제조가공업
19690086003420,가나쵸코?,8801062270170,초콜릿,롯데웰푸드(주),식품제조가공업
1986056002914,신(新)갈아만든사과,8801019403125,빙과,해태제과식품(주),식품제조가공업
1986056002914,신(新)갈아만든사과,8801019403125,빙과,해태제과식품(주),식품제조가공업
201200634782,편주네 떡볶이 스프,8809387050194,복합조미식품,채일식품,식품제조가공업
2006047114841,이마트정통핫도그,8805489641025,빵류,(주)우양,식품제조가공업
2005044501319,유자김치,8809191730077,김치,(주)보성일억조코리아,식품제조가공업
1985043902870,풀그린모듬스프 2,8801548060172,복합조미식품,(주)풀그린,식품제조가공업
201301603621,산양산삼액,8809395050025,액상차,백화산양산삼조합,식품제조가공업
2000036409011,호박즙,8809414840132,농축과.채즙(또는 과.채분),(주)율곡,식품제조가공업
1993044304671,오곡 코코볼 정글탐험대,8801037016659,시리얼류,동서식품(주),식품제조가공업
19720288002207,오뚜기 3분 콘크림스튜,8801045321424,기타가공품,주식회사 오뚜기,식품제조가공업
20050568034111,홈플러스 좋은상품 쌈무 와사비맛,8804453111427,절임식품,한아름영농조합법인,식품제조가공업
1978062600143,제주의아침 유산균우유,8804434003055,유산균첨가우유,농업회사법인 주식회사 제주우유,축산물가공업-유가공업
1991026200213,민속양념편육,8802112000426,양념육,(주)중앙식품,축산물가공업-식육가공업
1999046426515,대구포,8809030380685,기타 수산물가공품,논산바다,식품제조가공업
1988044900168,양조간장,8801161228195,양조간장,신송식품주식회사,식품제조가공업
2003026203633,산과들 파슬리 찹쌀 탕수육,8809328840402,분쇄가공육제품,(주)세성,축산물가공업-식육가공업
198504330151060,추억을담은피자호빵,8801151032269,빵류,서울식품공업(주),식품제조가공업
1993047202712,볶음김치,8801316121920,김치,농업회사법인 주식회사 한울,식품제조가공업
199503620661,찹쌀가루,8803612201023,곡류가공품,전원식품,식품제조가공업
19870506066150,오징어육포,8802677102153,조미건어포,오천산업(주),식품제조가공업
19780368002378,게토레이블루볼트,8801056052256,혼합음료,롯데칠성음료(주),식품제조가공업
2001026200522,치킨팝콘,8809129251308,분쇄가공육제품,유진식품,축산물가공업-식육가공업
19850433015567,가정용찰호떡,8801151022048,빵류,서울식품공업(주),식품제조가공업
197102750032297,블루베리&밀크,8801016356998,빵류,(주)샤니,식품제조가공업
1969060600636,참돔어묵,8801689205708,어묵,(주)만구,식품제조가공업
2007018820563,검은콩흰콩조림,8809357771890,조림류,농업회사법인 주식회사 초록들,식품제조가공업
19690086003718,스위트 메이트,8801062634637,밀크초콜릿,롯데웰푸드(주),식품제조가공업
19670358001146,하나로국수중면,8801178112036,건면,대정농산(주),식품제조가공업
199003832701,별표돌김,8804286668914,조미김,오성식품,식품제조가공업
199203580996,오징어땅콩,8801117723705,과자,(주)오리온 이천공장,식품제조가공업
2010039214015,감자부각(유탕처리식품),8809406280076,과자,(주)씨월드,식품제조가공업
197202880022147,3분 바몬드카레 크림&요거트,8801045329031,카레(커리),주식회사 오뚜기,식품제조가공업
20060188160152,조랭이,8809180370079,떡류,(주)궁전방,식품제조가공업
200600948862,녹차숙성왕구이(돼지),8809395360018,양념육,관악소상공인축산협동조합(우가유통),축산물가공업-식육가공업
200904451379,엘루오그린1,8809397670139,혼합제제,(주)바이칼,식품첨가물제조업
19960242067187,라이스가브드러운별,8801062340019,과자,롯데웰푸드(주),식품제조가공업
20010493358360,담백한김치요리만두,8807617220492,만두,(주)엄지식품,식품제조가공업
1963014400273,고급 사각어묵 야채맛,8803767033012,어묵,미도식품,식품제조가공업
19760342001168,농심가락사누끼우동,8801043006033,숙면,(주)농심,식품제조가공업
1998044800498,숀리닭가슴살비엔나 오리지날 Fresh,8801077666104,양념육,(주)진주햄,축산물가공업-식육가공업
1998057500149,참붕어싸만코 딸기,8801104191128,비유지방아이스크림,(주)빙그레김해공장,축산물가공업-유가공업
201005200028,돼지감자분말,8809316620030,서류가공품,착한돼지감자,식품제조가공업
2012044800311,닭백숙,8809029117506,식육추출가공품,(주)동우에프엔씨,축산물가공업-식육가공업
201002000527,영양단자,8809188140148,떡류,(주)예당식품,식품제조가공업
1986035805927,국간장,8801005109017,혼합간장,샘표식품(주) 이천공장,식품제조가공업
1985044900127,E·MART 검은콩 참깨 두유,8801136361575,가공두유,삼육식품,식품제조가공업
201204330422,양파즙,8809372350018,과.채음료,청암농원,식품제조가공업
1984022700667,종합과일향캔디,8809022860355,캔디류,스위스제과,식품제조가공업
1986058904312,프리마,8801037000559,식물성크림,동서식품(주),식품제조가공업
19750621001124,화이트쟈스민티,8805167021323,침출차,농업회사법인 쌍계명차 주식회사,식품제조가공업
1993061906526,마레통살참치,8801075006391,기타가공품,사조산업(주)고성공장,식품제조가공업
2002050305419,명가찰순대국내산당면,8809357880226,즉석조리식품,(주)명가푸드에프앤씨,식품제조가공업
2004027504715,홍삼캔디,8807176050011,캔디류,(주)고궁,식품제조가공업
19830308010115,꼬깔콘군옥수수맛,8801062288977,과자,롯데웰푸드 주식회사,식품제조가공업
19980355336102,봉밀홍삼진과,8809013352562,인삼.홍삼제품,고려인삼과학(주),식품제조가공업
2005046132716,토박이순창식초,8805419072165,희석초산,(주)하이코리아,식품제조가공업
19920372050320,아꾸뿔레,8801204101287,과자,(주)청우식품,식품제조가공업
2010049904758,우리햅쌀고추장,8801075010046,고추장,사조산업(주) 순창공장,식품제조가공업
20000498094143,총각네 물만두,8809056191050,만두,나래식품주식회사,식품제조가공업
1998046701041,유기농녹차 작설,8801767630132,침출차,녹차원주식회사,식품제조가공업
1975044300188,설록 진향 구수한맛,8806403073946,침출차,(주)오설록농장,식품제조가공업
1975044300188,설록 진향 구수한맛,8806403073946,침출차,농업회사법인(주)오설록농장,식품제조가공업
200204480156,청정원 우리팜,8801052743233,프레스햄,대상(주)천안공장,축산물가공업-식육가공업
201301608274,무뼈닭발,8809395740117,포장육,주식회사 영화식품,식육포장처리업
2007056303132,새의성농협 흑마늘 진액,8809254330442,액상차,의성흑마늘영농조합법인,식품제조가공업
19790257001100,임페리얼드림XO3,8801069217857,성장기용 조제식,남양유업주식회사 세종공장,식품제조가공업
2003026203515,돈목심왕구이,8809347800227,빵류,농업회사법인 꿀맛나는세상 주식회사,축산물가공업-식육가공업
2003026203515,서래 소불고기,8809347800227,양념육,농업회사법인 꿀맛나는세상 주식회사,축산물가공업-식육가공업
20050358194173,엿기름가루,8809087468855,곡류가공품,(주)에버헬스케어 농업회사법인,식품제조가공업
2008013147162,산수유붉은알알이100,8809290492180,기타가공품,한아바이오텍,식품제조가공업
1996037506650,참콘칩,8805856102197,과자,상일식품(주),식품제조가공업
1992044300356,비락오미자,8809296885399,과.채음료,(주)팔도,식품제조가공업
1989040100610,깍두기,8803760000073,김치,신동식품(주),식품제조가공업
19990386335127,흑깨와흑콩,8809185270404,과자,(주)교동씨엠,식품제조가공업
201304582372,훈제치킨샐러드,8809126925066,신선편의식품,프레시플러스(주)공주제2공장,식품제조가공업
200705090479,다시마맛난맛장소스(국.찌개용),8809228530069,소스,에스티바이오스(주),식품제조가공업
20070358224209,그린 커피빈 믹스,8809148000123,커피,코스맥스엔비티(주),식품제조가공업
200503781342,옥춘,8809002590203,캔디류,우림식품,식품제조가공업
1995034702433,웃말한식찹쌀고추장,8804758700357,고추장,주식회사 상촌식품,식품제조가공업
1993061906562,사조 살코기참치,8801075005875,기타 수산물가공품,사조산업(주)고성공장,식품제조가공업
2008037219425,고려홍삼골드,8809224753301,인삼.홍삼음료,효림농산영농조합법인,식품제조가공업
2008035516419,이엔참치액,8809239770317,소스,(주)이엔푸드,식품제조가공업
201200634782,편주네 떡볶이 스프,8809387050231,복합조미식품,채일식품,식품제조가공업
2013024541843,청둥통오리완포,8809394441039,포장육,일영이팜영농조합법인(102FARM),식육포장처리업
20090358099412,모둠 반찬 진,8809222959538,절임식품,(주)디미방,식품제조가공업
201206273561,제주녹차초콜릿,8809351392183,준초콜릿,새오름영농조합법인,식품제조가공업
1988044900161,재래된장,8801161250301,된장,신송식품주식회사,식품제조가공업
200902620362,흰여울 양념 매콤 주물럭,8809360450171,양념육,흰여울푸드(주),축산물가공업-식육가공업
2002053870854,옥이 깍두기 에스,8809160205261,김치,주식회사 옥종합식품,식품제조가공업
2001016969319,백후추분말,8809045620721,천연향신료,(주)이슬나라,식품제조가공업
1997046707545,진락발효홍삼꿀차,8809191941961,액상차,구안산업(주),식품제조가공업
2011046129216,해맑은쌀떡(하트모양떡),8809340470342,떡류,(주)에이치앤씨,식품제조가공업
2011028825125,유미원 두유,8809355010007,가공두유,아이디네이처(주),식품제조가공업
2009026209214,오리너비아니,8809405820051,햄,유진식품,축산물가공업-식육가공업
19980355336259,진세나,8809013358939,인삼.홍삼음료,고려인삼과학(주),식품제조가공업
1994031002113,쌍화 골드,8803450101097,혼합음료,삼진지디에프(주),식품제조가공업
19980372355120,롤리스틱 트위스트 바나나향,8809410071028,캔디류,박가당,식품제조가공업
2003036471816,돈장나라,8809347802610,복합조미식품,농업회사법인꿀맛나는세상주식회사,식품제조가공업
1996037815879,무말랭이무침,8809387004210,절임식품,참맛촌,식품제조가공업
200003702016,삼각군만두,8808198900094,만두,농업회사법인(유)굿푸드,식품제조가공업
201201743915,몸통홍삼 천본삼,8809356947098,인삼.홍삼음료,(주)한국홍삼연구원,식품제조가공업
